date,open,high,low,close,volume
2021-12-23,3.43e-05,3.9e-05,3.5e-05,3.87e-05,4601491571215
2021-12-24,3.57e-05,4e-05,3.87e-05,3.62e-05,4566320937119
2021-12-25,3.59e-05,3.84e-05,3.62e-05,3.78e-05,2599666336583
2021-12-26,3.66e-05,3.9e-05,3.78e-05,3.83e-05,2792170007785
2021-12-27,3.77e-05,3.95e-05,3.83e-05,3.91e-05,2520296141556
2021-12-28,3.41e-05,3.91e-05,3.9e-05,3.49e-05,6000158411472
2021-12-29,3.3e-05,3.63e-05,3.49e-05,3.37e-05,3378313677504
2021-12-30,3.29e-05,3.44e-05,3.36e-05,3.38e-05,2632757918824
2021-12-31,3.26e-05,3.47e-05,3.38e-05,3.34e-05,2653383015198
2022-01-01,3.33e-05,3.42e-05,3.34e-05,3.41e-05,1940334880188
2022-01-02,3.34e-05,3.45e-05,3.42e-05,3.41e-05,1461761588817
2022-01-03,3.19e-05,3.41e-05,3.41e-05,3.31e-05,2263000222328
2022-01-04,3.23e-05,3.36e-05,3.3e-05,3.25e-05,2165756581886
2022-01-05,2.86e-05,3.3e-05,3.25e-05,3.04e-05,3277025006680
2022-01-06,2.91e-05,3.19e-05,3.04e-05,3.07e-05,4547827237344
2022-01-07,2.85e-05,3.09e-05,3.08e-05,2.91e-05,3754244288365
2022-01-08,2.64e-05,3e-05,2.9e-05,2.77e-05,3497655179303
2022-01-09,2.75e-05,2.91e-05,2.78e-05,2.83e-05,2623600311725
2022-01-10,2.55e-05,2.88e-05,2.82e-05,2.67e-05,3230232687957
2022-01-11,2.63e-05,2.83e-05,2.67e-05,2.77e-05,2416187170337
2022-01-12,2.75e-05,3.27e-05,2.77e-05,3.14e-05,5350001727187
2022-01-13,2.92e-05,3.29e-05,3.14e-05,2.96e-05,4679779438818
2022-01-14,2.93e-05,3.26e-05,2.97e-05,3.07e-05,5337807571156
2022-01-15,3.05e-05,3.16e-05,3.07e-05,3.09e-05,2171031763469
2022-01-16,3.01e-05,3.1e-05,3.09e-05,3.05e-05,2126685878994
2022-01-17,2.82e-05,3.06e-05,3.06e-05,2.88e-05,3149594327926
2022-01-18,2.74e-05,2.96e-05,2.89e-05,2.81e-05,3349574235249
2022-01-19,2.71e-05,2.83e-05,2.8e-05,2.72e-05,3179710220802
2022-01-20,2.62e-05,2.89e-05,2.72e-05,2.64e-05,3149468493329
2022-01-21,2.16e-05,2.69e-05,2.64e-05,2.23e-05,7812747965735
2022-01-22,1.7e-05,2.26e-05,2.23e-05,2.06e-05,9873890041129
2022-01-23,2.04e-05,2.37e-05,2.06e-05,2.24e-05,12366732090762
2022-01-24,1.86e-05,2.32e-05,2.24e-05,2.12e-05,10272547784774
2022-01-25,2.01e-05,2.17e-05,2.12e-05,2.1e-05,5512320379764
2022-01-26,2.05e-05,2.36e-05,2.11e-05,2.12e-05,6269303972315
2022-01-27,1.99e-05,2.18e-05,2.12e-05,2.13e-05,5614091343155
2022-01-28,2.03e-05,2.15e-05,2.13e-05,2.13e-05,2952191788252
2022-01-29,2.11e-05,2.24e-05,2.13e-05,2.17e-05,2681207603218
2022-01-30,2.08e-05,2.23e-05,2.17e-05,2.11e-05,2324785419228
2022-01-31,2.01e-05,2.16e-05,2.12e-05,2.145e-05,3808711549302
2022-02-01,2.114e-05,2.2e-05,2.146e-05,2.169e-05,4262941399652
2022-02-02,2.028e-05,2.19e-05,2.169e-05,2.062e-05,2891940715938
2022-02-03,2.012e-05,2.085e-05,2.063e-05,2.077e-05,2304616409142
2022-02-04,2.052e-05,2.234e-05,2.076e-05,2.222e-05,2708968372316
2022-02-05,2.205e-05,2.389e-05,2.22e-05,2.25e-05,3645298680642
2022-02-06,2.224e-05,2.888e-05,2.25e-05,2.855e-05,6731041230343
2022-02-07,2.709e-05,3.548e-05,2.855e-05,3.257e-05,13953631706598
2022-02-08,2.941e-05,3.5e-05,3.26e-05,3.101e-05,9817054870739
2022-02-09,3.043e-05,3.41e-05,3.102e-05,3.298e-05,6504569417203
2022-02-10,3.053e-05,3.373e-05,3.296e-05,3.084e-05,4866961208632
2022-02-11,2.788e-05,3.24e-05,3.086e-05,2.872e-05,5421671111760
2022-02-12,2.746e-05,2.986e-05,2.873e-05,2.916e-05,3706735771792
2022-02-13,2.839e-05,3.22e-05,2.916e-05,3.015e-05,4062382882444
2022-02-14,2.865e-05,3.089e-05,3.015e-05,2.957e-05,3126295880835
2022-02-15,2.955e-05,3.185e-05,2.957e-05,3.127e-05,3329090715286
2022-02-16,2.994e-05,3.16e-05,3.128e-05,3.094e-05,2600341505538
2022-02-17,2.771e-05,3.252e-05,3.093e-05,2.82e-05,4465982004371
2022-02-18,2.781e-05,2.996e-05,2.822e-05,2.812e-05,3573933281517
2022-02-19,2.7e-05,2.898e-05,2.811e-05,2.75e-05,2637749190355
2022-02-20,2.49e-05,2.762e-05,2.75e-05,2.55e-05,3774952149027
2022-02-21,2.392e-05,2.759e-05,2.55e-05,2.406e-05,5538285973919
2022-02-22,2.31e-05,2.529e-05,2.405e-05,2.495e-05,4330480157533
2022-02-23,2.458e-05,2.74e-05,2.495e-05,2.487e-05,4329225798392
2022-02-24,2.07e-05,2.53e-05,2.487e-05,2.387e-05,10459771090127
2022-02-25,2.303e-05,2.51e-05,2.387e-05,2.489e-05,4934498971521
2022-02-26,2.42e-05,2.592e-05,2.489e-05,2.448e-05,3137808197900
2022-02-27,2.307e-05,2.503e-05,2.446e-05,2.344e-05,2837920138835
2022-02-28,2.282e-05,2.6e-05,2.344e-05,2.581e-05,3806322611978
2022-03-01,2.535e-05,2.863e-05,2.58e-05,2.714e-05,5047311916159
2022-03-02,2.553e-05,2.72e-05,2.712e-05,2.591e-05,2891859772462
2022-03-03,2.448e-05,2.62e-05,2.591e-05,2.507e-05,2453125343382
2022-03-04,2.306e-05,2.527e-05,2.506e-05,2.359e-05,2566506100755
2022-03-05,2.311e-05,2.499e-05,2.359e-05,2.462e-05,1960437801137
2022-03-06,2.341e-05,2.479e-05,2.462e-05,2.353e-05,1432011223469
2022-03-07,2.188e-05,2.389e-05,2.353e-05,2.279e-05,2397059395883
2022-03-08,2.25e-05,2.354e-05,2.279e-05,2.291e-05,1774725725792
2022-03-09,2.288e-05,2.461e-05,2.291e-05,2.386e-05,2156862985684
2022-03-10,2.238e-05,2.392e-05,2.386e-05,2.262e-05,1903116845481
2022-03-11,2.189e-05,2.313e-05,2.262e-05,2.207e-05,1789172055330
2022-03-12,2.202e-05,2.274e-05,2.207e-05,2.213e-05,993784564277
2022-03-13,2.121e-05,2.329e-05,2.214e-05,2.15e-05,1783084084531
2022-03-14,2.128e-05,2.245e-05,2.151e-05,2.202e-05,1936511539355
2022-03-15,2.125e-05,2.213e-05,2.202e-05,2.162e-05,1599233455369
2022-03-16,2.151e-05,2.276e-05,2.163e-05,2.275e-05,2317350324245
2022-03-17,2.202e-05,2.283e-05,2.274e-05,2.218e-05,1928842697835
2022-03-18,2.166e-05,2.269e-05,2.218e-05,2.234e-05,3048267732827
2022-03-19,2.218e-05,2.556e-05,2.233e-05,2.413e-05,6326749778436
2022-03-20,2.255e-05,2.447e-05,2.414e-05,2.313e-05,4124892081302
2022-03-21,2.231e-05,2.349e-05,2.314e-05,2.294e-05,2076898398959
2022-03-22,2.289e-05,2.408e-05,2.294e-05,2.346e-05,2839838823959
2022-03-23,2.307e-05,2.512e-05,2.346e-05,2.442e-05,3779928031435
2022-03-24,2.406e-05,2.534e-05,2.442e-05,2.47e-05,4303656970795
2022-03-25,2.355e-05,2.542e-05,2.47e-05,2.412e-05,3744145158390
2022-03-26,2.391e-05,2.476e-05,2.413e-05,2.444e-05,1680356565887
2022-03-27,2.416e-05,2.568e-05,2.443e-05,2.558e-05,2706328812656
2022-03-28,2.528e-05,2.963e-05,2.558e-05,2.653e-05,9906864107029
2022-03-29,2.634e-05,2.85e-05,2.653e-05,2.736e-05,6594152170884
2022-03-30,2.618e-05,2.866e-05,2.736e-05,2.746e-05,6159960659386
2022-03-31,2.55e-05,2.81e-05,2.746e-05,2.584e-05,4545114030084
2022-04-01,2.463e-05,2.651e-05,2.586e-05,2.615e-05,3208425385361
2022-04-02,2.571e-05,2.75e-05,2.614e-05,2.583e-05,3080078133029
2022-04-03,2.551e-05,2.737e-05,2.584e-05,2.684e-05,2488741195382
2022-04-04,2.56e-05,2.747e-05,2.683e-05,2.644e-05,2810973079486
2022-04-05,2.623e-05,2.846e-05,2.645e-05,2.675e-05,4208555973265
2022-04-06,2.417e-05,2.685e-05,2.677e-05,2.435e-05,3666198169955
2022-04-07,2.39e-05,2.527e-05,2.436e-05,2.478e-05,2265081394868
2022-04-08,2.35e-05,2.518e-05,2.477e-05,2.381e-05,1836102753696
2022-04-09,2.368e-05,2.467e-05,2.382e-05,2.462e-05,1215723111577
2022-04-10,2.437e-05,2.543e-05,2.462e-05,2.447e-05,1819642559486
2022-04-11,2.183e-05,2.464e-05,2.446e-05,2.218e-05,2582216960973
2022-04-12,2.191e-05,3e-05,2.218e-05,2.692e-05,14866702425409
2022-04-13,2.562e-05,2.811e-05,2.693e-05,2.694e-05,6965127564450
2022-04-14,2.527e-05,2.743e-05,2.693e-05,2.58e-05,5217472055200
2022-04-15,2.544e-05,2.624e-05,2.579e-05,2.589e-05,1733597173258
2022-04-16,2.526e-05,2.608e-05,2.591e-05,2.559e-05,1130246642189
2022-04-17,2.45e-05,2.606e-05,2.559e-05,2.464e-05,1266894633391
2022-04-18,2.363e-05,2.537e-05,2.465e-05,2.524e-05,2819606321773
2022-04-19,2.486e-05,2.562e-05,2.524e-05,2.544e-05,1628544381330
2022-04-20,2.459e-05,2.587e-05,2.544e-05,2.483e-05,1999238024705
2022-04-21,2.387e-05,2.54e-05,2.483e-05,2.43e-05,1607110665875
2022-04-22,2.398e-05,2.469e-05,2.429e-05,2.43e-05,1360512824849
2022-04-23,2.378e-05,2.465e-05,2.429e-05,2.411e-05,1146518797307
2022-04-24,2.352e-05,2.438e-05,2.412e-05,2.396e-05,1095953631104
2022-04-25,2.231e-05,2.537e-05,2.395e-05,2.431e-05,4163523256871
2022-04-26,2.256e-05,2.468e-05,2.432e-05,2.299e-05,3439270916949
2022-04-27,2.281e-05,2.399e-05,2.298e-05,2.344e-05,3175228989737
2022-04-28,2.267e-05,2.355e-05,2.343e-05,2.294e-05,1961713255624
2022-04-29,2.16e-05,2.31e-05,2.293e-05,2.221e-05,3482112763705
2022-04-30,1.84e-05,2.249e-05,2.221e-05,2.018e-05,3323836169621
2022-05-01,1.975e-05,2.216e-05,2.018e-05,2.153e-05,3476189729555
2022-05-02,2.015e-05,2.175e-05,2.153e-05,2.067e-05,2416404095322
2022-05-03,1.993e-05,2.103e-05,2.067e-05,2.03e-05,2046168078298
2022-05-04,2.025e-05,2.189e-05,2.03e-05,2.18e-05,2878970311074
2022-05-05,1.949e-05,2.199e-05,2.179e-05,2.026e-05,3208681249472
2022-05-06,1.95e-05,2.039e-05,2.027e-05,2e-05,2916882245568
2022-05-07,1.867e-05,2.005e-05,2e-05,1.927e-05,1965910399461
2022-05-08,1.825e-05,1.933e-05,1.927e-05,1.842e-05,2544576179396
2022-05-09,1.374e-05,1.87e-05,1.841e-05,1.4e-05,9931985691681
2022-05-10,1.347e-05,1.799e-05,1.4e-05,1.618e-05,12905879171814
2022-05-11,1.1e-05,1.678e-05,1.617e-05,1.2e-05,12362741820004
2022-05-12,8.56e-06,1.291e-05,1.201e-05,1.083e-05,17585168889653
2022-05-13,1.047e-05,1.437e-05,1.083e-05,1.279e-05,15030438233981
2022-05-14,1.138e-05,1.37e-05,1.279e-05,1.254e-05,6378169933300
2022-05-15,1.19e-05,1.306e-05,1.255e-05,1.305e-05,3533512129541
2022-05-16,1.173e-05,1.305e-05,1.305e-05,1.197e-05,3305862685907
2022-05-17,1.194e-05,1.277e-05,1.198e-05,1.253e-05,2829567597500
2022-05-18,1.143e-05,1.265e-05,1.253e-05,1.15e-05,3080908190161
2022-05-19,1.12e-05,1.213e-05,1.149e-05,1.18e-05,2538683126126
2022-05-20,1.129e-05,1.202e-05,1.18e-05,1.159e-05,2246918407754
2022-05-21,1.132e-05,1.203e-05,1.159e-05,1.173e-05,1453685802801
2022-05-22,1.161e-05,1.205e-05,1.174e-05,1.19e-05,1244531570229
2022-05-23,1.148e-05,1.296e-05,1.19e-05,1.166e-05,3658132370546
2022-05-24,1.123e-05,1.195e-05,1.166e-05,1.173e-05,2133625402941
2022-05-25,1.149e-05,1.192e-05,1.173e-05,1.16e-05,1347276296918
2022-05-26,1.027e-05,1.171e-05,1.159e-05,1.058e-05,3108399176133
2022-05-27,1.011e-05,1.086e-05,1.058e-05,1.048e-05,2893964937475
2022-05-28,1.04e-05,1.087e-05,1.047e-05,1.078e-05,1238213275792
2022-05-29,1.054e-05,1.184e-05,1.077e-05,1.148e-05,2552325226622
2022-05-30,1.128e-05,1.248e-05,1.149e-05,1.221e-05,3994594701230
2022-05-31,1.147e-05,1.236e-05,1.22e-05,1.173e-05,2687209817924
2022-06-01,1.051e-05,1.192e-05,1.173e-05,1.087e-05,3166057517549
2022-06-02,1.072e-05,1.13e-05,1.088e-05,1.121e-05,1785271219822
2022-06-03,1.053e-05,1.124e-05,1.12e-05,1.079e-05,1683941549102
2022-06-04,1.055e-05,1.092e-05,1.079e-05,1.088e-05,1187821183950
2022-06-05,1.068e-05,1.097e-05,1.089e-05,1.08e-05,1071353250395
2022-06-06,1.076e-05,1.14e-05,1.08e-05,1.105e-05,2334033974958
2022-06-07,1.02e-05,1.118e-05,1.105e-05,1.071e-05,3212358372629
2022-06-08,1.052e-05,1.091e-05,1.073e-05,1.058e-05,1568343830700
2022-06-09,1.041e-05,1.077e-05,1.057e-05,1.057e-05,1039506939735
2022-06-10,9.98e-06,1.066e-05,1.056e-05,1.012e-05,2112093892798
2022-06-11,9.11e-06,1.034e-05,1.012e-05,9.34e-06,3564250957296
2022-06-12,8.37e-06,9.49e-06,9.34e-06,8.59e-06,5243802685430
2022-06-13,7.4e-06,8.78e-06,8.58e-06,8.04e-06,7927727144024
2022-06-14,7.5e-06,8.53e-06,8.03e-06,8.18e-06,5109597828839
2022-06-15,7.58e-06,8.88e-06,8.18e-06,8.83e-06,7217754532385
2022-06-16,7.85e-06,8.96e-06,8.83e-06,7.95e-06,4226113615581
2022-06-17,7.93e-06,8.31e-06,7.96e-06,8.16e-06,2309963510071
2022-06-18,7.12e-06,8.26e-06,8.17e-06,7.7e-06,3755524656656
2022-06-19,7.38e-06,8.38e-06,7.69e-06,8.21e-06,3539208232546
2022-06-20,7.86e-06,8.32e-06,8.21e-06,8.09e-06,2338198751066
2022-06-21,8e-06,1.2e-05,8.1e-06,1.064e-05,13046353286052
2022-06-22,9.27e-06,1.086e-05,1.064e-05,9.66e-06,10904407663702
2022-06-23,9.6e-06,1.043e-05,9.66e-06,1.03e-05,5078609126801
2022-06-24,1.004e-05,1.124e-05,1.029e-05,1.082e-05,5085433025311
2022-06-25,1.07e-05,1.199e-05,1.082e-05,1.178e-05,6537062633391
2022-06-26,1.091e-05,1.209e-05,1.179e-05,1.096e-05,4536662795851
2022-06-27,1.075e-05,1.172e-05,1.096e-05,1.106e-05,3416758875554
2022-06-28,9.84e-06,1.119e-05,1.106e-05,9.97e-06,3365835075310
2022-06-29,9.5e-06,1.073e-05,9.97e-06,1.019e-05,4230725666684
2022-06-30,9.61e-06,1.049e-05,1.02e-05,1.02e-05,3290890716181
